company_id,date,bankruptcy_score
1000003,202208,4
1000003,202209,7
1000003,202210,9
1000003,202211,8
1000003,202212,10
1000003,202301,6
1000003,202302,8
1000003,202303,3
1000003,202304,9
1000003,202305,5
1000003,202306,6
1000003,202307,6
1000003,202308,3
1000003,202309,3
1000003,202310,9
1000003,202311,8
1000003,202312,9
1000003,202401,5
1000003,202402,6
1000003,202403,9
1000003,202404,7
1000003,202405,10
1000003,202406,4
1000003,202407,10
1000003,202408,4
1000003,202409,6
1000003,202410,7
1000003,202411,8
1000003,202412,5
1000003,202501,9
1000003,202502,9
1000003,202503,8
1000003,202504,4
1000003,202505,9
1000003,202506,8
1000003,202507,10
1000003,202508,9
1000003,202509,2
1000003,202510,7
1000004,202101,4
1000004,202102,8
1000004,202103,6
1000004,202104,10
1000004,202105,10
1000004,202106,6
1000004,202107,1
1000004,202108,4
1000004,202109,10
1000004,202110,8
1000004,202111,9
1000004,202112,9
1000004,202201,7
1000004,202202,4
1000004,202203,10
1000004,202204,6
1000004,202205,10
1000004,202206,1
1000004,202207,10
1000004,202208,7
1000004,202209,5
1000004,202210,6
1000004,202211,5
1000004,202212,1
1000004,202301,9
1000004,202302,1
1000004,202303,10
1000004,202304,4
1000004,202305,9
1000004,202306,5
1000004,202307,3
1000004,202308,6
1000004,202309,9
1000004,202310,10
1000004,202311,4
1000004,202312,8
1000004,202401,1
1000004,202402,2
1000004,202403,9
1000004,202404,6
1000004,202405,2
1000004,202406,10
1000004,202407,9
1000004,202408,10
1000004,202409,1
1000004,202410,1
1000004,202411,7
1000004,202412,9
1000004,202501,3
1000004,202502,10
1000004,202503,4
1000004,202504,8
1000004,202505,7
1000004,202506,4
1000004,202507,9
1000004,202508,10
1000004,202509,1
1000004,202510,8
1000005,202101,3
1000005,202102,10
1000005,202103,1
1000005,202104,3
1000005,202105,9
1000005,202106,10
1000005,202107,5
1000005,202108,3
1000005,202109,1
1000005,202110,10
1000005,202111,5
1000005,202112,10
1000005,202201,10
1000005,202202,9
1000005,202203,3
1000005,202204,10
1000005,202205,9
1000005,202206,4
1000005,202207,7
1000005,202208,6
1000005,202209,2
1000005,202210,9
1000005,202211,3
1000005,202212,10
1000005,202301,7
1000005,202302,4
1000005,202303,3
1000005,202304,1
1000005,202305,10
1000005,202306,7
1000005,202307,9
1000005,202308,3
1000005,202309,1
1000005,202310,9
1000005,202311,2
1000005,202312,10
1000005,202401,3
1000005,202402,3
1000005,202403,1
1000005,202404,7
1000005,202405,6
1000005,202406,10
1000005,202407,6
1000005,202408,9
1000005,202409,7
1000005,202410,2
1000005,202411,4
1000005,202412,6
1000005,202501,7
1000005,202502,3
1000005,202503,3
1000005,202504,6
1000005,202505,9
1000005,202506,6
1000005,202507,3
1000005,202508,10
1000005,202509,10
1000005,202510,4
1000006,202101,3
1000006,202102,2
1000006,202103,3
1000006,202104,9
1000006,202105,8
1000006,202106,7
1000006,202107,1
1000006,202108,4
1000006,202109,9
1000006,202110,8
1000006,202111,10
1000006,202112,5
1000006,202201,7
1000006,202202,9
1000006,202203,2
1000006,202204,7
1000006,202205,10
1000006,202206,1
1000006,202207,2
1000006,202208,10
1000006,202209,9
1000006,202210,9
1000006,202211,1
1000006,202212,6
1000006,202301,5
1000006,202302,6
1000006,202303,6
1000006,202304,9
1000006,202305,7
1000006,202306,9
1000006,202307,3
1000006,202308,10
1000006,202309,10
1000006,202310,10
1000006,202311,4
1000006,202312,7
1000006,202401,10
1000006,202402,9
1000006,202403,9
1000006,202404,9
1000006,202405,2
1000006,202406,7
1000006,202407,4
1000006,202408,9
1000006,202409,6
1000006,202410,9
1000006,202411,7
1000006,202412,1
1000006,202501,6
1000006,202502,8
1000006,202503,9
1000006,202504,8
1000006,202505,6
1000006,202506,10
1000006,202507,6
1000006,202508,4
1000006,202509,4
1000006,202510,8
1000007,202101,4
1000007,202102,6
1000007,202103,7
1000007,202104,10
1000007,202105,9
1000007,202106,10
1000007,202107,1
1000007,202108,9
1000007,202109,10
1000007,202110,9
1000007,202111,5
1000007,202112,3
1000007,202201,10
1000007,202202,6
1000007,202203,9
1000007,202204,3
1000007,202205,9
1000007,202206,6
1000007,202207,4
1000007,202208,6
1000007,202209,6
1000007,202210,5
1000007,202211,2
1000007,202212,5
1000007,202301,3
1000007,202302,4
1000007,202303,10
1000007,202304,10
1000007,202305,2
1000007,202306,8
1000007,202307,10
1000007,202308,7
1000007,202309,2
1000007,202310,6
1000007,202311,9
1000007,202312,3
1000007,202401,2
1000007,202402,10
1000007,202403,8
1000007,202404,5
1000007,202405,10
1000007,202406,9
1000007,202407,5
1000007,202408,3
1000007,202409,9
1000007,202410,8
1000007,202411,2
1000007,202412,1
1000007,202501,6
1000007,202502,6
1000007,202503,9
1000007,202504,6
1000007,202505,8
1000007,202506,8
1000007,202507,1
1000007,202508,5
1000007,202509,2
1000007,202510,5
1000008,202101,4
1000008,202102,9
1000008,202103,5
1000008,202104,3
1000008,202105,4
1000008,202106,5
1000008,202107,5
1000008,202108,1
1000008,202109,8
1000008,202110,7
1000008,202111,4
1000008,202112,1
1000008,202201,9
1000008,202202,6
1000008,202203,10
1000008,202204,3
1000008,202205,10
1000008,202206,4
1000008,202207,10
1000008,202208,4
1000008,202209,7
1000008,202210,3
1000008,202211,3
1000008,202212,4
1000008,202301,5
1000008,202302,8
1000008,202303,9
1000008,202304,6
1000008,202305,5
1000008,202306,10
1000008,202307,7
1000008,202308,10
1000008,202309,8
1000008,202310,7
1000008,202311,7
1000008,202312,2
1000008,202401,1
1000008,202402,6
1000008,202403,10
1000008,202404,10
1000008,202405,4
1000008,202406,6
1000008,202407,3
1000008,202408,2
1000008,202409,4
1000008,202410,10
1000008,202411,9
1000008,202412,1
1000008,202501,5
1000008,202502,10
1000008,202503,10
1000008,202504,8
1000008,202505,4
1000008,202506,10
1000008,202507,10
1000008,202508,9
1000008,202509,2
1000008,202510,7
1000009,202101,2
1000009,202102,7
1000009,202103,9
1000009,202104,1
1000009,202105,5
1000009,202106,9
1000009,202107,8
1000009,202108,6
1000009,202109,9
1000009,202110,10
1000009,202111,10
1000009,202112,6
1000009,202201,6
1000009,202202,9
1000009,202203,10
1000009,202204,9
1000009,202205,10
1000009,202206,5
1000009,202207,2
1000009,202208,10
1000009,202209,7
1000009,202210,1
1000009,202211,5
1000009,202212,4
1000009,202301,10
1000009,202302,2
1000009,202303,5
1000009,202304,6
1000009,202305,10
1000009,202306,3
1000009,202307,6
1000009,202308,4
1000009,202309,7
1000009,202310,10
1000009,202311,1
1000009,202312,4
1000009,202401,1
1000009,202402,7
1000009,202403,10
1000009,202404,4
1000009,202405,7
1000009,202406,10
1000009,202407,7
1000009,202408,2
1000009,202409,9
1000009,202410,5
1000009,202411,7
1000009,202412,9
1000009,202501,1
1000009,202502,6
1000009,202503,9
1000009,202504,5
1000009,202505,2
1000009,202506,6
1000009,202507,5
1000009,202508,3
1000009,202509,4
1000009,202510,4
1000010,202101,10
1000010,202102,10
1000010,202103,2
1000010,202104,5
1000010,202105,9
1000010,202106,5
1000010,202107,4
1000010,202108,10
1000010,202109,1
1000010,202110,5
1000010,202111,1
1000010,202112,9
1000010,202201,3
1000010,202202,1
1000010,202203,8
1000010,202204,4
1000010,202205,1
1000010,202206,9
1000010,202207,9
1000010,202208,9
1000010,202209,1
1000010,202210,1
1000010,202211,6
1000010,202212,10
1000010,202301,8
1000010,202302,4
1000010,202303,9
1000010,202304,9
1000010,202305,4
1000010,202306,7
1000010,202307,2
1000010,202308,7
1000010,202309,2
1000010,202310,10
1000010,202311,7
1000010,202312,7
1000010,202401,3
1000010,202402,8
1000010,202403,4
1000010,202404,7
1000010,202405,2
1000010,202406,7
1000010,202407,7
1000010,202408,10
1000010,202409,8
1000010,202410,9
1000010,202411,6
1000010,202412,5
1000010,202501,10
1000010,202502,10
1000010,202503,4
1000010,202504,6
1000010,202505,2
1000010,202506,9
1000010,202507,7
1000010,202508,10
1000010,202509,4
1000010,202510,3
1000011,202101,3
1000011,202102,1
1000011,202103,9
1000011,202104,2
1000011,202105,9
1000011,202106,9
1000011,202107,9
1000011,202108,5
1000011,202109,2
1000011,202110,4
1000011,202111,4
1000011,202112,3
1000011,202201,6
1000011,202202,5
1000011,202203,2
1000011,202204,2
1000011,202205,1
1000011,202206,7
1000011,202207,1
1000011,202208,8
1000011,202209,10
1000011,202210,10
1000011,202211,9
1000011,202212,9
1000011,202301,7
1000011,202302,7
1000011,202303,10
1000011,202304,10
1000011,202305,4
1000011,202306,9
1000011,202307,6
1000011,202308,10
1000011,202309,4
1000011,202310,3
1000011,202311,3
1000011,202312,9
1000011,202401,1
1000011,202402,6
1000011,202403,8
1000011,202404,10
1000011,202405,4
1000011,202406,5
1000011,202407,10
1000011,202408,8
1000011,202409,1
1000011,202410,3
1000011,202411,3
1000011,202412,10
1000011,202501,5
1000011,202502,6
1000011,202503,9
1000011,202504,9
1000011,202505,9
1000011,202506,1
1000011,202507,9
1000011,202508,7
1000011,202509,10
1000011,202510,6
1000012,202101,7
1000012,202102,6
1000012,202103,3
1000012,202104,2
1000012,202105,6
1000012,202106,7
1000012,202107,4
1000012,202108,9
1000012,202109,7
1000012,202110,6
1000012,202111,2
1000012,202112,1
1000012,202201,9
1000012,202202,10
1000012,202203,8
1000012,202204,4
1000012,202205,2
1000012,202206,4
1000012,202207,10
1000012,202208,6
1000012,202209,10
1000012,202210,1
1000012,202211,4
1000012,202212,9
1000012,202301,8
1000012,202302,10
1000012,202303,2
1000012,202304,1
1000012,202305,3
1000012,202306,6
1000012,202307,10
1000012,202308,9
1000012,202309,10
1000012,202310,10
1000012,202311,9
1000012,202312,2
1000012,202401,8
1000012,202402,9
1000012,202403,10
1000012,202404,5
1000012,202405,8
1000012,202406,9
1000012,202407,7
1000012,202408,4
1000012,202409,8
1000012,202410,3
1000012,202411,10
1000012,202412,1
1000012,202501,8
1000012,202502,5
1000012,202503,2
1000012,202504,9
1000012,202505,10
1000012,202506,3
1000012,202507,3
1000012,202508,5
1000012,202509,4
1000012,202510,2
1000013,202101,9
1000013,202102,8
1000013,202103,3
1000013,202104,1
1000013,202105,3
1000013,202106,3
1000013,202107,5
1000013,202108,1
1000013,202109,3
1000013,202110,10
1000013,202111,3
1000013,202112,8
1000013,202201,5
1000013,202202,2
1000013,202203,5
1000013,202204,4
1000013,202205,8
1000013,202206,10
1000013,202207,10
1000013,202208,6
1000013,202209,8
1000013,202210,1
1000013,202211,1
1000013,202212,5
1000013,202301,6
1000013,202302,9
1000013,202303,9
1000013,202304,8
1000013,202305,4
1000013,202306,1
1000013,202307,9
1000013,202308,10
1000013,202309,1
1000013,202310,7
1000013,202311,7
1000013,202312,6
1000013,202401,8
1000013,202402,6
1000013,202403,3
1000013,202404,1
1000013,202405,10
1000013,202406,5
1000013,202407,6
1000013,202408,6
1000013,202409,7
1000013,202410,1
1000013,202411,6
1000013,202412,9
1000013,202501,1
1000013,202502,10
1000013,202503,2
1000013,202504,2
1000013,202505,8
1000013,202506,10
1000013,202507,8
1000013,202508,7
1000013,202509,9
1000013,202510,10
1000014,202101,2
1000014,202102,7
1000014,202103,4
1000014,202104,1
1000014,202105,4
1000014,202106,9
1000014,202107,2
1000014,202108,8
1000014,202109,10
1000014,202110,3
1000014,202111,8
1000014,202112,4
1000014,202201,9
1000014,202202,10
1000014,202203,6
1000014,202204,8
1000014,202205,9
1000014,202206,10
1000014,202207,2
1000014,202208,10
1000014,202209,7
1000014,202210,8
1000014,202211,10
1000014,202212,2
1000014,202301,9
1000014,202302,8
1000014,202303,2
1000014,202304,10
1000014,202305,2
1000014,202306,3
1000014,202307,7
1000014,202308,9
1000014,202309,9
1000014,202310,5
1000014,202311,9
1000014,202312,7
1000014,202401,7
1000014,202402,4
1000014,202403,9
1000014,202404,6
1000014,202405,1
1000014,202406,10
1000014,202407,10
1000014,202408,7
1000014,202409,9
1000014,202410,6
1000014,202411,6
1000014,202412,7
1000014,202501,9
1000014,202502,9
1000014,202503,10
1000014,202504,1
1000014,202505,6
1000014,202506,8
1000014,202507,2
1000014,202508,10
1000014,202509,3
1000014,202510,4
1000015,202101,10
1000015,202102,9
1000015,202103,5
1000015,202104,8
1000015,202105,1
1000015,202106,1
1000015,202107,7
1000015,202108,8
1000015,202109,2
1000015,202110,8
1000015,202111,1
1000015,202112,9
1000015,202201,9
1000015,202202,3
1000015,202203,1
1000015,202204,2
1000015,202205,10
1000015,202206,9
1000015,202207,6
1000015,202208,4
1000015,202209,2
1000015,202210,6
1000015,202211,7
1000015,202212,1
1000015,202301,10
1000015,202302,7
1000015,202303,9
1000015,202304,4
1000015,202305,8
1000015,202306,8
1000015,202307,9
1000015,202308,2
1000015,202309,2
1000015,202310,9
1000015,202311,2
1000015,202312,9
1000015,202401,9
1000015,202402,6
1000015,202403,3
1000015,202404,6
1000015,202405,2
1000015,202406,1
1000015,202407,7
1000015,202408,2
1000015,202409,4
1000015,202410,8
1000015,202411,1
1000015,202412,1
1000015,202501,5
1000015,202502,8
1000015,202503,9
1000015,202504,8
1000015,202505,6
1000015,202506,10
1000015,202507,7
1000015,202508,3
1000015,202509,2
1000015,202510,9
1000016,202101,5
1000016,202102,8
1000016,202103,4
1000016,202104,1
1000016,202105,2
1000016,202106,4
1000016,202107,3
1000016,202108,1
1000016,202109,10
1000016,202110,9
1000016,202111,8
1000016,202112,1
1000016,202201,7
1000016,202202,2
1000016,202203,2
1000016,202204,7
1000016,202205,6
1000016,202206,3
1000016,202207,4
1000016,202208,8
1000016,202209,6
1000016,202210,2
1000016,202211,1
1000016,202212,8
1000016,202301,9
1000016,202302,5
1000016,202303,10
1000016,202304,3
1000016,202305,2
1000016,202306,8
1000016,202307,9
1000016,202308,1
1000016,202309,10
1000016,202310,9
1000016,202311,7
1000016,202312,1
1000016,202401,9
1000016,202402,6
1000016,202403,7
1000016,202404,8
1000016,202405,9
1000016,202406,9
1000016,202407,10
1000016,202408,1
1000016,202409,9
1000016,202410,5
1000016,202411,9
1000016,202412,7
1000016,202501,3
1000016,202502,9
1000016,202503,9
1000016,202504,8
1000016,202505,6
1000016,202506,9
1000016,202507,5
1000016,202508,8
1000016,202509,7
1000016,202510,5
1000017,202101,10
1000017,202102,7
1000017,202103,9
1000017,202104,10
1000017,202105,10
1000017,202106,4
1000017,202107,9
1000017,202108,1
1000017,202109,1
1000017,202110,8
1000017,202111,6
1000017,202112,4
1000017,202201,3
1000017,202202,10
1000017,202203,6
1000017,202204,8
1000017,202205,5
1000017,202206,3
1000017,202207,6
1000017,202208,10
1000017,202209,6
1000017,202210,5
1000017,202211,5
1000017,202212,1
1000017,202301,4
1000017,202302,10
1000017,202303,2
1000017,202304,7
1000017,202305,4
1000017,202306,5
1000017,202307,2
1000017,202308,8
1000017,202309,4
1000017,202310,10
1000017,202311,8
1000017,202312,3
1000017,202401,1
1000017,202402,8
1000017,202403,10
1000017,202404,7
1000017,202405,8
1000017,202406,10
1000017,202407,9
1000017,202408,3
1000017,202409,8
1000017,202410,4
1000017,202411,10
1000017,202412,10
1000017,202501,10
1000017,202502,5
1000017,202503,7
1000017,202504,2
1000017,202505,5
1000017,202506,2
1000017,202507,3
1000017,202508,7
1000017,202509,10
1000017,202510,4
1000018,202101,1
1000018,202102,6
1000018,202103,4
1000018,202104,9
1000018,202105,9
1000018,202106,10
1000018,202107,10
1000018,202108,9
1000018,202109,10
1000018,202110,4
1000018,202111,7
1000018,202112,9
1000018,202201,10
1000018,202202,1
1000018,202203,9
1000018,202204,1
1000018,202205,6
1000018,202206,1
1000018,202207,4
1000018,202208,10
1000018,202209,9
1000018,202210,8
1000018,202211,5
1000018,202212,1
1000018,202301,2
1000018,202302,9
1000018,202303,7
1000018,202304,5
1000018,202305,7
1000018,202306,10
1000018,202307,10
1000018,202308,3
1000018,202309,3
1000018,202310,6
1000018,202311,9
1000018,202312,6
1000018,202401,7
1000018,202402,9
1000018,202403,2
1000018,202404,10
1000018,202405,9
1000018,202406,5
1000018,202407,5
1000018,202408,9
1000018,202409,3
1000018,202410,9
1000018,202411,7
1000018,202412,5
1000018,202501,3
1000018,202502,6
1000018,202503,1
1000018,202504,10
1000018,202505,5
1000018,202506,10
1000018,202507,5
1000018,202508,1
1000018,202509,10
1000018,202510,5
1000019,202101,10
1000019,202102,9
1000019,202103,4
1000019,202104,10
1000019,202105,3
1000019,202106,3
1000019,202107,5
1000019,202108,7
1000019,202109,7
1000019,202110,10
1000019,202111,10
1000019,202112,6
1000019,202201,9
1000019,202202,4
1000019,202203,1
1000019,202204,7
1000019,202205,2
1000019,202206,7
1000019,202207,4
1000019,202208,9
1000019,202209,6
1000019,202210,10
1000019,202211,10
1000019,202212,10
1000019,202301,4
1000019,202302,6
1000019,202303,7
1000019,202304,3
1000019,202305,10
1000019,202306,9
1000019,202307,5
1000019,202308,9
1000019,202309,7
1000019,202310,7
1000019,202311,7
1000019,202312,4
1000019,202401,4
1000019,202402,1
1000019,202403,6
1000019,202404,10
1000019,202405,10
1000019,202406,2
1000019,202407,2
1000019,202408,10
1000019,202409,8
1000019,202410,10
1000019,202411,8
1000019,202412,9
1000019,202501,2
1000019,202502,1
1000019,202503,5
1000019,202504,9
1000019,202505,9
1000019,202506,10
1000019,202507,9
1000019,202508,4
1000019,202509,5
1000019,202510,2
1000020,202101,6
1000020,202102,10
1000020,202103,2
1000020,202104,8
1000020,202105,3
1000020,202106,1
1000020,202107,10
1000020,202108,4
1000020,202109,10
1000020,202110,1
1000020,202111,6
1000020,202112,7
1000020,202201,10
1000020,202202,6
1000020,202203,9
1000020,202204,6
1000020,202205,10
1000020,202206,9
1000020,202207,8
1000020,202208,3
1000020,202209,5
1000020,202210,8
1000020,202211,9
1000020,202212,10
1000020,202301,5
1000020,202302,9
1000020,202303,7
1000020,202304,10
1000020,202305,8
1000020,202306,2
1000020,202307,2
1000020,202308,9
1000020,202309,9
1000020,202310,8
1000020,202311,2
1000020,202312,5
1000020,202401,7
1000020,202402,10
1000020,202403,5
1000020,202404,7
1000020,202405,10
1000020,202406,8
1000020,202407,9
1000020,202408,10
1000020,202409,1
1000020,202410,3
1000020,202411,9
1000020,202412,3
1000020,202501,1
1000020,202502,10
1000020,202503,6
1000020,202504,8
1000020,202505,7
1000020,202506,10
1000020,202507,6
1000020,202508,9
1000020,202509,2
1000020,202510,10
1000021,202101,10
1000021,202102,9
1000021,202103,10
1000021,202104,10
1000021,202105,10
1000021,202106,2
1000021,202107,6
1000021,202108,10
1000021,202109,2
1000021,202110,6
1000021,202111,2
1000021,202112,9
1000021,202201,8
1000021,202202,5
1000021,202203,9
1000021,202204,2
1000021,202205,1
1000021,202206,3
1000021,202207,3
1000021,202208,10
1000021,202209,6
1000021,202210,2
1000021,202211,6
1000021,202212,5
1000021,202301,7
1000021,202302,3
1000021,202303,1
1000021,202304,9
1000021,202305,3
1000021,202306,10
1000021,202307,8
1000021,202308,3
1000021,202309,5
1000021,202310,9
1000021,202311,6
1000021,202312,10
1000021,202401,6
1000021,202402,4
1000021,202403,6
1000021,202404,3
1000021,202405,3
1000021,202406,2
1000021,202407,9
1000021,202408,3
1000021,202409,6
1000021,202410,2
1000021,202411,2
1000021,202412,10
1000021,202501,6
1000021,202502,6
1000021,202503,10
1000021,202504,10
1000021,202505,3
1000021,202506,2
1000021,202507,5
1000021,202508,6
1000021,202509,1
1000021,202510,3
1000022,202101,5
1000022,202102,3
1000022,202103,8
1000022,202104,2
1000022,202105,2
1000022,202106,7
1000022,202107,2
1000022,202108,2
1000022,202109,4
1000022,202110,8
1000022,202111,7
1000022,202112,7
1000022,202201,10
1000022,202202,9
1000022,202203,5
1000022,202204,9
1000022,202205,2
1000022,202206,1
1000022,202207,3
1000022,202208,2
1000022,202209,2
1000022,202210,9
1000022,202211,9
1000022,202212,6
1000022,202301,6
1000022,202302,9
1000022,202303,5
1000022,202304,4
1000022,202305,9
1000022,202306,8
1000022,202307,9
1000022,202308,3
1000022,202309,7
1000022,202310,2
1000022,202311,4
1000022,202312,9
1000022,202401,8
1000022,202402,5
1000022,202403,4
1000022,202404,9
1000022,202405,8
1000022,202406,9
1000022,202407,3
1000022,202408,9
1000022,202409,9
1000022,202410,7
1000022,202411,6
1000022,202412,7
1000022,202501,5
1000022,202502,3
1000022,202503,9
1000022,202504,10
1000022,202505,2
1000022,202506,10
1000022,202507,10
1000022,202508,10
1000022,202509,1
1000022,202510,4
1000023,202101,5
1000023,202102,5
1000023,202103,1
1000023,202104,3
1000023,202105,5
1000023,202106,9
1000023,202107,6
1000023,202108,4
1000023,202109,10
1000023,202110,1
1000023,202111,5
1000023,202112,10
1000023,202201,10
1000023,202202,1
1000023,202203,4
1000023,202204,5
1000023,202205,3
1000023,202206,2
1000023,202207,4
1000023,202208,7
1000023,202209,5
1000023,202210,4
1000023,202211,6
1000023,202212,3
1000023,202301,5
1000023,202302,9
1000023,202303,3
1000023,202304,2
1000023,202305,7
1000023,202306,3
1000023,202307,3
1000023,202308,10
1000023,202309,9
1000023,202310,6
1000023,202311,10
1000023,202312,1
1000023,202401,6
1000023,202402,1
1000023,202403,9
1000023,202404,6
1000023,202405,1
1000023,202406,6
1000023,202407,7
1000023,202408,1
1000023,202409,10
1000023,202410,9
1000023,202411,4
1000023,202412,5
1000023,202501,7
1000023,202502,10
1000023,202503,5
1000023,202504,5
1000023,202505,10
1000023,202506,10
1000023,202507,6
1000023,202508,10
1000023,202509,10
1000023,202510,8
1000024,202101,8
1000024,202102,8
1000024,202103,3
1000024,202104,10
1000024,202105,4
1000024,202106,10
1000024,202107,9
1000024,202108,4
1000024,202109,10
1000024,202110,8
1000024,202111,10
1000024,202112,3
1000024,202201,1
1000024,202202,10
1000024,202203,10
1000024,202204,6
1000024,202205,3
1000024,202206,9
1000024,202207,10
1000024,202208,8
1000024,202209,6
1000024,202210,4
1000024,202211,2
1000024,202212,1
1000024,202301,4
1000024,202302,7
1000024,202303,10
1000024,202304,10
1000024,202305,3
1000024,202306,1
1000024,202307,4
1000024,202308,7
1000024,202309,2
1000024,202310,10
1000024,202311,3
1000024,202312,9
1000024,202401,1
1000024,202402,10
1000024,202403,8
1000024,202404,1
1000024,202405,5
1000024,202406,8
1000024,202407,1
1000024,202408,2
1000024,202409,1
1000024,202410,7
1000024,202411,5
1000024,202412,10
1000024,202501,1
1000024,202502,9
1000024,202503,10
1000024,202504,10
1000024,202505,6
1000024,202506,10
1000024,202507,9
1000024,202508,7
1000024,202509,9
1000024,202510,9
1000025,202101,8
1000025,202102,6
1000025,202103,8
1000025,202104,1
1000025,202105,9
1000025,202106,4
1000025,202107,3
1000025,202108,7
1000025,202109,2
1000025,202110,10
1000025,202111,3
1000025,202112,2
1000025,202201,6
1000025,202202,7
1000025,202203,10
1000025,202204,1
1000025,202205,9
1000025,202206,10
1000025,202207,6
1000025,202208,9
1000025,202209,5
1000025,202210,10
1000025,202211,10
1000025,202212,9
1000025,202301,5
1000025,202302,3
1000025,202303,7
1000025,202304,7
1000025,202305,10
1000025,202306,5
1000025,202307,4
1000025,202308,2
1000025,202309,8
1000025,202310,4
1000025,202311,4
1000025,202312,3
1000025,202401,10
1000025,202402,1
1000025,202403,2
1000025,202404,7
1000025,202405,9
1000025,202406,4
1000025,202407,5
1000025,202408,4
1000025,202409,3
1000025,202410,10
1000025,202411,8
1000025,202412,7
1000025,202501,4
1000025,202502,9
1000025,202503,1
1000025,202504,9
1000025,202505,7
1000025,202506,2
1000025,202507,10
1000025,202508,3
1000025,202509,5
1000025,202510,8
1000026,202101,9
1000026,202102,9
1000026,202103,10
1000026,202104,2
1000026,202105,1
1000026,202106,10
1000026,202107,3
1000026,202108,9
1000026,202109,10
1000026,202110,9
1000026,202111,2
1000026,202112,3
1000026,202201,3
1000026,202202,8
1000026,202203,8
1000026,202204,10
1000026,202205,10
1000026,202206,9
1000026,202207,6
1000026,202208,8
1000026,202209,5
1000026,202210,9
1000026,202211,3
1000026,202212,10
1000026,202301,8
1000026,202302,2
1000026,202303,10
1000026,202304,8
1000026,202305,2
1000026,202306,3
1000026,202307,10
1000026,202308,4
1000026,202309,1
1000026,202310,9
1000026,202311,10
1000026,202312,7
1000026,202401,1
1000026,202402,4
1000026,202403,9
1000026,202404,9
1000026,202405,9
1000026,202406,2
1000026,202407,9
1000026,202408,7
1000026,202409,4
1000026,202410,1
1000026,202411,10
1000026,202412,10
1000026,202501,10
1000026,202502,9
1000026,202503,10
1000026,202504,9
1000026,202505,2
1000026,202506,5
1000026,202507,6
1000026,202508,5
1000026,202509,1
1000026,202510,6
1000027,202101,9
1000027,202102,9
1000027,202103,9
1000027,202104,6
1000027,202105,10
1000027,202106,7
1000027,202107,5
1000027,202108,7
1000027,202109,2
1000027,202110,6
1000027,202111,6
1000027,202112,1
1000027,202201,6
1000027,202202,7
1000027,202203,1
1000027,202204,7
1000027,202205,7
1000027,202206,7
1000027,202207,7
1000027,202208,1
1000027,202209,10
1000027,202210,3
1000027,202211,7
1000027,202212,6
1000027,202301,9
1000027,202302,10
1000027,202303,2
1000027,202304,10
1000027,202305,10
1000027,202306,4
1000027,202307,2
1000027,202308,1
1000027,202309,9
1000027,202310,9
1000027,202311,5
1000027,202312,10
1000027,202401,3
1000027,202402,9
1000027,202403,8
1000027,202404,6
1000027,202405,10
1000027,202406,9
1000027,202407,5
1000027,202408,4
